epoch,train_loss,val_loss,train_acc,val_acc,train_dice,val_dice,train_iou_bloom,val_iou_bloom,all_train_iou,all_val_iou
1,0.012671946289138668,0.027522371852912775,0.6450000405311584,0.1433333307504654,0.004678349010646343,0.011247552931308746,0.0010763262398540974,0.0028571428265422583,0.47601476311683655,0.07719928026199341
2,0.012563604681741775,0.0272466645288309,0.6083333492279053,0.3083333373069763,0.006747445557266474,0.012819336727261543,0.0015348517335951328,0.0033942924346774817,0.4371257424354553,0.1822660118341446
3,0.012088664359538606,0.026636354154922638,0.76500004529953,0.5216667056083679,0.00907748844474554,0.01479011494666338,0.0028187348507344723,0.005540749989449978,0.6194332242012024,0.35287484526634216
4,0.012169755239058255,0.025575224347288823,0.7433333396911621,0.7716667056083679,0.00932392943650484,0.020844198763370514,0.0032266699708998203,0.007120976690202951,0.5915119647979736,0.6282225251197815
5,0.011629606642064557,0.02466367289077404,0.8533333539962769,0.7716667056083679,0.011234375648200512,0.01998252235352993,0.0035860291682183743,0.007366666570305824,0.7441860437393188,0.6282225251197815
