epoch,train_loss,val_loss,train_acc,val_acc,train_dice,val_dice,train_iou,val_iou
1,1.1149960689854106,0.9429362541021302,0.6895380616188049,0.8339434266090393,1.0720168352127075,1.22115159034729,[0.6501509  0.00111383 0.5171626  0.01497839],[0.8175896  0.         0.48809367 0.        ]
