,date,spot,label,pred
1899,06-19-2016,cannons_ferry,0,0
2295,10-17-2016,cannons_ferry,0,0
2063,10-20-2016,cannons_ferry,0,0
1516,10-23-2016,cannons_ferry,0,0
1869,10-26-2016,cannons_ferry,0,0
1938,11-06-2016,cannons_ferry,0,0
2349,11-08-2016,cannons_ferry,0,0
1313,11-11-2016,cannons_ferry,0,0
1586,11-12-2016,cannons_ferry,0,0
1839,11-22-2016,cannons_ferry,0,0
2084,12-09-2016,cannons_ferry,0,0
1471,12-15-2016,cannons_ferry,0,0
1904,12-30-2016,cannons_ferry,0,0
7271,01-25-2017,point_comfort,0,0
4830,01-25-2017,mt_gould,0,0
4896,01-25-2017,arrowhead_beach,0,0
1208,01-25-2017,cannons_ferry,0,0
3010,01-25-2017,rocky_hock_lane,0,0
4255,02-05-2017,mt_gould,0,0
6662,02-05-2017,point_comfort,0,0
556,02-05-2017,chowan_river,0,0
2532,02-05-2017,rocky_hock_lane,0,0
6144,02-05-2017,point_comfort,0,0
633,02-12-2017,chowan_river,0,0
5526,02-12-2017,arrowhead_beach,0,0
1893,02-12-2017,cannons_ferry,0,0
317,02-17-2017,chowan_river,0,0
4008,02-17-2017,mt_gould,0,0
6325,02-17-2017,point_comfort,0,0
2694,02-17-2017,rocky_hock_lane,0,0
2620,02-19-2017,rocky_hock_lane,0,0
2623,02-19-2017,rocky_hock_lane,0,0
1905,02-19-2017,cannons_ferry,0,0
3864,02-19-2017,mt_gould,0,0
5847,02-19-2017,arrowhead_beach,0,0
5057,02-19-2017,arrowhead_beach,0,0
6254,02-19-2017,point_comfort,0,0
6247,02-19-2017,point_comfort,0,0
5536,02-19-2017,arrowhead_beach,0,0
1694,03-04-2017,cannons_ferry,0,0
337,03-04-2017,chowan_river,0,0
5811,03-11-2017,arrowhead_beach,0,0
2780,03-11-2017,rocky_hock_lane,0,0
2196,03-11-2017,cannons_ferry,0,0
3483,03-16-2017,rocky_hock_lane,0,0
4567,03-16-2017,mt_gould,0,0
4945,03-16-2017,arrowhead_beach,0,0
880,03-16-2017,chowan_river,0,0
7130,03-16-2017,point_comfort,0,0
1250,03-16-2017,cannons_ferry,0,0
5962,04-02-2017,arrowhead_beach,0,0
690,04-02-2017,chowan_river,0,0
2346,04-02-2017,cannons_ferry,0,0
4631,04-02-2017,mt_gould,0,0
6402,04-02-2017,point_comfort,0,0
2770,04-02-2017,rocky_hock_lane,0,0
5465,04-04-2017,arrowhead_beach,0,0
4464,04-04-2017,mt_gould,0,0
2727,04-04-2017,rocky_hock_lane,0,0
6884,04-04-2017,point_comfort,0,0
1829,04-04-2017,cannons_ferry,0,0
4936,04-04-2017,arrowhead_beach,0,0
1244,04-04-2017,cannons_ferry,0,0
5589,04-08-2017,arrowhead_beach,0,0
1419,04-08-2017,cannons_ferry,0,0
4710,04-08-2017,mt_gould,0,0
7147,04-08-2017,point_comfort,0,0
6203,04-08-2017,point_comfort,0,0
124,04-08-2017,chowan_river,0,0
3208,04-08-2017,rocky_hock_lane,0,0
6736,04-10-2017,point_comfort,0,0
1526,04-10-2017,cannons_ferry,0,0
4327,04-10-2017,mt_gould,0,0
842,04-10-2017,chowan_river,0,0
5195,04-10-2017,arrowhead_beach,0,0
3109,04-10-2017,rocky_hock_lane,0,0
3108,04-13-2017,rocky_hock_lane,0,0
6735,04-13-2017,point_comfort,0,0
500,04-13-2017,chowan_river,0,0
5307,04-14-2017,arrowhead_beach,0,0
1230,04-14-2017,cannons_ferry,0,0
2898,04-14-2017,rocky_hock_lane,0,0
6371,04-14-2017,point_comfort,0,0
306,04-16-2017,chowan_river,0,0
5379,04-16-2017,arrowhead_beach,0,0
3998,04-16-2017,mt_gould,0,0
230,04-16-2017,chowan_river,0,0
1690,04-16-2017,cannons_ferry,0,0
6940,04-16-2017,point_comfort,0,0
1705,04-16-2017,cannons_ferry,0,1
3315,04-16-2017,rocky_hock_lane,0,0
5126,04-16-2017,arrowhead_beach,0,0
2827,04-17-2017,rocky_hock_lane,0,0
6458,04-17-2017,point_comfort,0,0
1025,04-17-2017,chowan_river,0,1
1238,04-17-2017,cannons_ferry,0,1
4063,04-17-2017,mt_gould,0,0
5815,04-17-2017,arrowhead_beach,0,0
3449,04-17-2017,rocky_hock_lane,0,0
723,04-21-2017,chowan_river,0,1
469,04-25-2017,chowan_river,0,0
5269,04-27-2017,arrowhead_beach,0,0
2866,04-27-2017,rocky_hock_lane,0,0
6500,04-27-2017,point_comfort,0,0
1605,04-27-2017,cannons_ferry,0,0
3307,04-27-2017,rocky_hock_lane,0,0
1047,04-27-2017,chowan_river,0,0
4184,04-29-2017,mt_gould,0,0
6596,04-29-2017,point_comfort,0,0
405,04-29-2017,chowan_river,0,0
35,04-30-2017,chowan_river,0,0
6948,05-02-2017,point_comfort,0,0
719,05-02-2017,chowan_river,0,0
2365,05-02-2017,cannons_ferry,0,0
2342,05-02-2017,cannons_ferry,0,0
4523,05-02-2017,mt_gould,0,0
952,05-02-2017,chowan_river,0,0
5580,05-02-2017,arrowhead_beach,0,0
3320,05-02-2017,rocky_hock_lane,0,0
6922,05-03-2017,point_comfort,0,0
5740,05-03-2017,arrowhead_beach,0,0
3296,05-03-2017,rocky_hock_lane,0,0
2129,05-03-2017,cannons_ferry,0,0
4578,05-03-2017,mt_gould,0,0
5820,05-08-2017,arrowhead_beach,0,0
947,05-08-2017,chowan_river,0,0
2203,05-08-2017,cannons_ferry,0,0
7221,05-08-2017,point_comfort,0,0
3567,05-08-2017,rocky_hock_lane,0,1
3765,05-08-2017,mt_gould,0,1
11,05-14-2017,chowan_river,0,0
1211,05-15-2017,cannons_ferry,0,0
4789,05-15-2017,mt_gould,0,0
5292,05-15-2017,arrowhead_beach,0,0
7230,05-15-2017,point_comfort,0,0
3577,05-15-2017,rocky_hock_lane,0,1
3040,05-20-2017,rocky_hock_lane,0,0
6671,05-20-2017,point_comfort,0,0
3939,05-20-2017,mt_gould,0,0
253,05-20-2017,chowan_river,0,1
5178,05-26-2017,arrowhead_beach,0,0
508,05-26-2017,chowan_river,0,0
5682,05-26-2017,arrowhead_beach,0,0
3484,05-26-2017,rocky_hock_lane,0,0
1503,05-26-2017,cannons_ferry,0,0
1736,05-26-2017,cannons_ferry,0,0
2695,05-26-2017,rocky_hock_lane,0,0
705,05-26-2017,chowan_river,0,0
1590,05-26-2017,cannons_ferry,0,0
4045,05-26-2017,mt_gould,0,0
3941,05-26-2017,mt_gould,0,0
7132,05-26-2017,point_comfort,0,0
6328,05-26-2017,point_comfort,0,0
212,05-27-2017,chowan_river,0,0
622,05-27-2017,chowan_river,0,0
5521,06-01-2017,arrowhead_beach,0,0
3812,06-01-2017,mt_gould,0,0
504,06-01-2017,chowan_river,0,0
1889,06-01-2017,cannons_ferry,0,1
3616,06-01-2017,rocky_hock_lane,0,0
7264,06-01-2017,point_comfort,0,0
1595,06-02-2017,cannons_ferry,0,0
5059,06-02-2017,arrowhead_beach,0,0
3096,06-02-2017,rocky_hock_lane,0,0
6727,06-02-2017,point_comfort,0,0
3044,06-02-2017,rocky_hock_lane,0,0
729,06-02-2017,chowan_river,0,0
4421,06-02-2017,mt_gould,0,0
1399,06-02-2017,cannons_ferry,0,1
5260,06-02-2017,arrowhead_beach,0,0
1810,06-02-2017,cannons_ferry,0,0
572,06-03-2017,chowan_river,0,0
6197,06-03-2017,point_comfort,0,0
4721,06-03-2017,mt_gould,0,0
924,06-03-2017,chowan_river,0,1
2577,06-03-2017,rocky_hock_lane,0,0
2139,06-04-2017,cannons_ferry,0,1
3911,06-04-2017,mt_gould,0,0
3370,06-04-2017,rocky_hock_lane,0,0
5754,06-04-2017,arrowhead_beach,0,0
7306,06-04-2017,point_comfort,1,0
4129,06-04-2017,mt_gould,0,0
215,06-04-2017,chowan_river,0,0
1031,06-04-2017,chowan_river,0,1
1575,06-04-2017,cannons_ferry,0,1
2774,06-04-2017,rocky_hock_lane,0,0
4565,06-04-2017,mt_gould,0,1
1418,06-04-2017,cannons_ferry,0,1
7324,06-04-2017,point_comfort,1,0
5242,06-04-2017,arrowhead_beach,0,0
1340,06-04-2017,cannons_ferry,0,1
5409,06-04-2017,arrowhead_beach,0,1
2116,06-04-2017,cannons_ferry,0,0
6567,06-09-2017,point_comfort,0,0
3659,06-10-2017,rocky_hock_lane,1,1
43,06-10-2017,chowan_river,0,1
2246,06-10-2017,cannons_ferry,0,0
3649,06-10-2017,rocky_hock_lane,1,1
6256,06-10-2017,point_comfort,0,0
1270,06-10-2017,cannons_ferry,0,1
3866,06-10-2017,mt_gould,0,0
3647,06-10-2017,rocky_hock_lane,1,0
4903,06-10-2017,arrowhead_beach,0,0
654,06-10-2017,chowan_river,0,0
4215,06-10-2017,mt_gould,0,0
5489,06-10-2017,arrowhead_beach,0,0
6626,06-10-2017,point_comfort,0,0
4043,06-12-2017,mt_gould,0,0
2719,06-14-2017,rocky_hock_lane,0,0
3218,06-14-2017,rocky_hock_lane,0,0
4952,06-14-2017,arrowhead_beach,0,1
4190,06-14-2017,mt_gould,0,0
1254,06-14-2017,cannons_ferry,0,1
488,06-14-2017,chowan_river,0,0
5277,06-14-2017,arrowhead_beach,0,0
5890,06-14-2017,arrowhead_beach,0,0
1020,06-14-2017,chowan_river,0,0
5913,06-14-2017,arrowhead_beach,0,1
6962,06-14-2017,point_comfort,0,1
4545,06-14-2017,mt_gould,0,0
5874,06-14-2017,arrowhead_beach,0,0
2575,06-14-2017,rocky_hock_lane,0,0
1842,06-14-2017,cannons_ferry,0,1
4530,06-14-2017,mt_gould,0,0
2256,06-14-2017,cannons_ferry,0,0
2275,06-14-2017,cannons_ferry,0,0
6834,06-14-2017,point_comfort,0,0
4858,06-16-2017,mt_gould,1,0
4526,06-23-2017,mt_gould,0,0
3326,06-23-2017,rocky_hock_lane,0,0
54,06-23-2017,chowan_river,0,0
6954,06-23-2017,point_comfort,0,0
5151,06-24-2017,arrowhead_beach,0,0
2753,06-24-2017,rocky_hock_lane,0,0
6094,06-26-2017,point_comfort,0,0
7149,06-26-2017,point_comfort,0,1
3614,06-26-2017,rocky_hock_lane,0,0
6012,06-26-2017,arrowhead_beach,1,1
2406,06-26-2017,cannons_ferry,1,1
3704,06-26-2017,mt_gould,0,0
2771,06-26-2017,rocky_hock_lane,0,0
4713,06-26-2017,mt_gould,0,0
423,06-26-2017,chowan_river,0,1
7293,06-28-2017,point_comfort,0,1
6034,06-28-2017,arrowhead_beach,1,1
6035,06-28-2017,arrowhead_beach,1,1
4859,06-28-2017,mt_gould,1,1
3664,06-28-2017,rocky_hock_lane,1,1
4871,06-28-2017,mt_gould,1,1
1178,06-28-2017,chowan_river,1,1
1177,06-28-2017,chowan_river,1,1
3672,06-28-2017,rocky_hock_lane,1,1
2422,06-28-2017,cannons_ferry,1,1
2423,06-28-2017,cannons_ferry,1,1
7040,06-29-2017,point_comfort,0,1
4882,06-29-2017,mt_gould,1,1
5568,06-29-2017,arrowhead_beach,0,1
1199,06-29-2017,chowan_river,1,1
1680,06-29-2017,cannons_ferry,0,1
3654,06-29-2017,rocky_hock_lane,1,1
6599,07-02-2017,point_comfort,0,0
3645,07-02-2017,rocky_hock_lane,1,1
4186,07-02-2017,mt_gould,0,0
6849,07-02-2017,point_comfort,0,0
3643,07-02-2017,rocky_hock_lane,1,0
6046,07-02-2017,arrowhead_beach,1,1
920,07-03-2017,chowan_river,0,1
6504,07-07-2017,point_comfort,0,0
3650,07-07-2017,rocky_hock_lane,1,0
5161,07-07-2017,arrowhead_beach,0,0
4112,07-07-2017,mt_gould,0,0
2515,07-08-2017,rocky_hock_lane,0,0
1345,07-08-2017,cannons_ferry,0,1
6005,07-08-2017,arrowhead_beach,1,0
6014,07-08-2017,arrowhead_beach,1,1
5624,07-11-2017,arrowhead_beach,0,0
1346,07-11-2017,cannons_ferry,0,1
836,07-11-2017,chowan_river,0,1
2667,07-11-2017,rocky_hock_lane,0,1
3914,07-11-2017,mt_gould,0,0
6303,07-11-2017,point_comfort,0,0
5387,07-12-2017,arrowhead_beach,0,0
2379,07-12-2017,cannons_ferry,0,0
4236,07-12-2017,mt_gould,0,0
5548,07-12-2017,arrowhead_beach,0,0
1919,07-12-2017,cannons_ferry,0,0
1493,07-12-2017,cannons_ferry,0,0
5167,07-12-2017,arrowhead_beach,0,0
6644,07-12-2017,point_comfort,0,0
5348,07-12-2017,arrowhead_beach,0,0
3000,07-12-2017,rocky_hock_lane,0,1
1967,07-13-2017,cannons_ferry,0,0
4317,07-13-2017,mt_gould,0,0
6362,07-13-2017,point_comfort,0,1
2733,07-13-2017,rocky_hock_lane,0,0
560,07-13-2017,chowan_river,0,0
5596,07-13-2017,arrowhead_beach,0,1
3534,07-14-2017,rocky_hock_lane,0,0
3547,07-14-2017,rocky_hock_lane,0,0
7196,07-14-2017,point_comfort,0,0
2394,07-14-2017,cannons_ferry,1,1
4762,07-14-2017,mt_gould,0,1
6077,07-14-2017,arrowhead_beach,1,1
449,07-14-2017,chowan_river,0,0
3574,07-15-2017,rocky_hock_lane,0,0
1536,07-15-2017,cannons_ferry,0,0
6062,07-15-2017,arrowhead_beach,1,1
7227,07-15-2017,point_comfort,0,0
2455,07-20-2017,cannons_ferry,1,1
5581,07-22-2017,arrowhead_beach,0,0
3524,07-22-2017,rocky_hock_lane,0,0
7174,07-22-2017,point_comfort,0,0
3780,07-22-2017,mt_gould,0,0
2083,07-22-2017,cannons_ferry,0,1
7153,07-26-2017,point_comfort,0,0
5188,07-26-2017,arrowhead_beach,0,0
865,07-26-2017,chowan_river,0,0
4277,07-26-2017,mt_gould,0,0
6385,07-26-2017,point_comfort,0,0
288,07-26-2017,chowan_river,0,0
3536,07-26-2017,rocky_hock_lane,0,0
6688,07-26-2017,point_comfort,0,0
5690,07-26-2017,arrowhead_beach,0,0
3981,07-26-2017,mt_gould,0,0
3504,07-26-2017,rocky_hock_lane,0,0
7290,07-31-2017,point_comfort,0,0
1036,07-31-2017,chowan_river,0,0
1528,07-31-2017,cannons_ferry,0,1
3652,07-31-2017,rocky_hock_lane,1,1
4844,07-31-2017,mt_gould,0,0
5197,07-31-2017,arrowhead_beach,0,1
931,07-31-2017,chowan_river,0,1
4857,08-02-2017,mt_gould,1,1
1189,08-02-2017,chowan_river,1,1
3668,08-02-2017,rocky_hock_lane,1,1
7321,08-02-2017,point_comfort,1,1
2417,08-02-2017,cannons_ferry,1,1
6031,08-02-2017,arrowhead_beach,1,1
1661,08-20-2017,cannons_ferry,0,0
6023,08-20-2017,arrowhead_beach,1,0
3660,08-20-2017,rocky_hock_lane,1,0
1517,08-20-2017,cannons_ferry,0,0
7161,08-20-2017,point_comfort,0,0
3241,08-27-2017,rocky_hock_lane,0,0
5216,08-27-2017,arrowhead_beach,0,1
7320,08-27-2017,point_comfort,1,1
4777,08-27-2017,mt_gould,0,1
4257,09-08-2017,mt_gould,0,0
2356,09-08-2017,cannons_ferry,0,0
6546,09-08-2017,point_comfort,0,1
2903,09-08-2017,rocky_hock_lane,0,0
1993,09-08-2017,cannons_ferry,0,0
591,09-08-2017,chowan_river,0,0
5972,09-08-2017,arrowhead_beach,0,0
6204,09-09-2017,point_comfort,0,1
493,09-20-2017,chowan_river,0,1
7225,09-20-2017,point_comfort,0,0
3571,09-20-2017,rocky_hock_lane,0,0
4716,09-20-2017,mt_gould,0,0
5419,09-20-2017,arrowhead_beach,0,1
1979,09-28-2017,cannons_ferry,0,0
3720,09-28-2017,mt_gould,0,0
5723,09-28-2017,arrowhead_beach,0,0
2485,09-28-2017,rocky_hock_lane,0,0
6113,09-28-2017,point_comfort,0,1
1844,09-28-2017,cannons_ferry,0,0
491,09-28-2017,chowan_river,0,0
5479,09-28-2017,arrowhead_beach,0,0
6875,09-28-2017,point_comfort,0,0
3254,09-28-2017,rocky_hock_lane,0,0
2599,10-03-2017,rocky_hock_lane,0,0
397,10-03-2017,chowan_river,0,1
3046,10-03-2017,rocky_hock_lane,0,0
4026,10-03-2017,mt_gould,0,0
3736,10-03-2017,mt_gould,0,0
6675,10-03-2017,point_comfort,0,0
6431,10-03-2017,point_comfort,0,1
6221,10-03-2017,point_comfort,0,0
5646,10-03-2017,arrowhead_beach,0,1
1733,10-04-2017,cannons_ferry,0,0
930,10-05-2017,chowan_river,0,1
4344,10-15-2017,mt_gould,0,0
6758,10-15-2017,point_comfort,0,0
5392,10-17-2017,arrowhead_beach,0,0
6152,10-17-2017,point_comfort,0,1
324,10-17-2017,chowan_river,0,0
2544,10-17-2017,rocky_hock_lane,0,0
1743,10-17-2017,cannons_ferry,0,0
3974,10-17-2017,mt_gould,0,0
803,10-18-2017,chowan_river,0,1
5733,10-18-2017,arrowhead_beach,0,0
4020,10-18-2017,mt_gould,0,1
7094,10-18-2017,point_comfort,0,1
2122,10-18-2017,cannons_ferry,0,0
2075,10-18-2017,cannons_ferry,0,0
3237,10-18-2017,rocky_hock_lane,0,1
600,10-19-2017,chowan_river,0,1
4079,10-19-2017,mt_gould,0,0
1331,10-19-2017,cannons_ferry,0,0
6206,10-19-2017,point_comfort,0,1
2585,10-19-2017,rocky_hock_lane,0,1
5016,10-19-2017,arrowhead_beach,0,1
4339,10-20-2017,mt_gould,0,0
3125,10-20-2017,rocky_hock_lane,0,1
6751,10-20-2017,point_comfort,0,1
1852,10-20-2017,cannons_ferry,0,0
2862,10-20-2017,rocky_hock_lane,0,0
177,10-20-2017,chowan_river,0,1
5266,10-20-2017,arrowhead_beach,0,1
7053,10-21-2017,point_comfort,0,1
1205,10-21-2017,cannons_ferry,0,1
5787,10-21-2017,arrowhead_beach,0,0
1169,10-21-2017,chowan_river,1,1
1196,10-21-2017,chowan_river,1,1
1755,10-21-2017,cannons_ferry,0,1
4860,10-21-2017,mt_gould,1,1
4877,10-21-2017,mt_gould,1,1
3410,10-21-2017,rocky_hock_lane,0,0
5099,10-21-2017,arrowhead_beach,0,1
6878,10-21-2017,point_comfort,0,1
2696,10-21-2017,rocky_hock_lane,0,0
3257,10-21-2017,rocky_hock_lane,0,0
6153,10-22-2017,point_comfort,0,0
4917,10-22-2017,arrowhead_beach,0,0
4029,10-22-2017,mt_gould,0,0
6111,10-22-2017,point_comfort,0,0
2502,10-22-2017,rocky_hock_lane,0,0
366,10-22-2017,chowan_river,0,0
1227,10-22-2017,cannons_ferry,0,0
6729,10-26-2017,point_comfort,0,0
3100,10-26-2017,rocky_hock_lane,0,0
5897,10-26-2017,arrowhead_beach,0,0
2286,10-26-2017,cannons_ferry,0,0
4373,10-26-2017,mt_gould,0,0
867,10-26-2017,chowan_river,0,0
2168,10-30-2017,cannons_ferry,0,0
3270,10-30-2017,rocky_hock_lane,0,0
7219,10-30-2017,point_comfort,0,0
5781,10-30-2017,arrowhead_beach,0,0
200,10-30-2017,chowan_river,0,0
7297,10-31-2017,point_comfort,1,0
2282,10-31-2017,cannons_ferry,0,0
6009,10-31-2017,arrowhead_beach,1,1
1188,10-31-2017,chowan_river,1,1
7303,10-31-2017,point_comfort,1,1
3873,10-31-2017,mt_gould,0,1
7301,10-31-2017,point_comfort,1,1
3641,10-31-2017,rocky_hock_lane,1,1
4876,11-02-2017,mt_gould,1,1
6072,11-02-2017,arrowhead_beach,1,0
7299,11-02-2017,point_comfort,1,1
3665,11-02-2017,rocky_hock_lane,1,1
2462,11-02-2017,cannons_ferry,1,0
1172,11-02-2017,chowan_river,1,1
6379,11-03-2017,point_comfort,0,1
6075,11-03-2017,arrowhead_beach,1,1
2468,11-03-2017,cannons_ferry,1,1
3685,11-03-2017,rocky_hock_lane,1,1
6037,11-03-2017,arrowhead_beach,1,1
7307,11-03-2017,point_comfort,1,1
2466,11-03-2017,cannons_ferry,1,1
4862,11-03-2017,mt_gould,1,1
3657,11-03-2017,rocky_hock_lane,1,1
1164,11-03-2017,chowan_river,1,0
1181,11-03-2017,chowan_river,1,1
4851,11-03-2017,mt_gould,1,1
1176,11-03-2017,chowan_river,1,1
1009,11-06-2017,chowan_river,0,1
3646,11-06-2017,rocky_hock_lane,1,1
2143,11-06-2017,cannons_ferry,0,0
4792,11-06-2017,mt_gould,0,0
5760,11-06-2017,arrowhead_beach,0,0
6208,11-06-2017,point_comfort,0,0
2967,11-11-2017,rocky_hock_lane,0,1
6607,11-11-2017,point_comfort,0,0
1862,11-11-2017,cannons_ferry,0,1
5498,11-11-2017,arrowhead_beach,0,0
2853,11-16-2017,rocky_hock_lane,0,0
5278,11-16-2017,arrowhead_beach,0,1
873,11-16-2017,chowan_river,0,1
1615,11-16-2017,cannons_ferry,0,0
735,11-17-2017,chowan_river,0,0
5070,11-18-2017,arrowhead_beach,0,0
1753,11-18-2017,cannons_ferry,0,0
708,11-20-2017,chowan_river,0,0
2390,11-27-2017,cannons_ferry,0,0
885,11-27-2017,chowan_river,0,0
731,11-29-2017,chowan_river,0,0
797,11-29-2017,chowan_river,0,0
1111,11-30-2017,chowan_river,0,0
1578,12-01-2017,cannons_ferry,0,0
5041,12-01-2017,arrowhead_beach,0,0
3512,12-01-2017,rocky_hock_lane,0,0
7162,12-01-2017,point_comfort,0,0
355,12-04-2017,chowan_river,0,0
2812,12-04-2017,rocky_hock_lane,0,0
6776,12-04-2017,point_comfort,0,0
5220,12-04-2017,arrowhead_beach,0,0
1401,12-04-2017,cannons_ferry,0,0
4362,12-04-2017,mt_gould,0,0
969,12-04-2017,chowan_river,0,0
5870,12-10-2017,arrowhead_beach,0,1
7198,12-10-2017,point_comfort,0,1
3549,12-10-2017,rocky_hock_lane,0,1
1088,12-10-2017,chowan_river,0,1
4058,12-10-2017,mt_gould,0,0
2252,12-10-2017,cannons_ferry,0,0
5085,12-11-2017,arrowhead_beach,0,0
296,12-11-2017,chowan_river,0,0
2293,12-11-2017,cannons_ferry,0,0
5903,12-11-2017,arrowhead_beach,0,0
4328,12-11-2017,mt_gould,0,0
6738,12-11-2017,point_comfort,0,0
2685,12-11-2017,rocky_hock_lane,0,0
5631,12-13-2017,arrowhead_beach,0,0
2806,12-13-2017,rocky_hock_lane,0,0
375,12-13-2017,chowan_river,0,0
5212,12-13-2017,arrowhead_beach,0,0
2010,12-13-2017,cannons_ferry,0,0
6851,12-14-2017,point_comfort,0,0
1642,12-16-2017,cannons_ferry,0,0
5323,12-21-2017,arrowhead_beach,0,0
1295,12-21-2017,cannons_ferry,0,0
6264,12-21-2017,point_comfort,0,0
3856,12-21-2017,mt_gould,0,0
6695,12-21-2017,point_comfort,0,0
3872,12-21-2017,mt_gould,0,0
157,12-21-2017,chowan_river,0,0
3070,12-21-2017,rocky_hock_lane,0,0
5980,12-21-2017,arrowhead_beach,0,0
1245,12-21-2017,cannons_ferry,0,0
2331,12-26-2017,cannons_ferry,0,0
3975,12-26-2017,mt_gould,0,0
3505,12-26-2017,rocky_hock_lane,0,0
7155,12-26-2017,point_comfort,0,0
1193,12-26-2017,chowan_river,1,1
5945,12-26-2017,arrowhead_beach,0,0
711,12-28-2017,chowan_river,0,1
6741,12-28-2017,point_comfort,0,0
3113,12-28-2017,rocky_hock_lane,0,0
1612,12-28-2017,cannons_ferry,0,0
5186,12-28-2017,arrowhead_beach,0,0
4316,12-28-2017,mt_gould,0,0
6480,01-02-2018,point_comfort,0,0
749,01-02-2018,chowan_river,0,1
4088,01-02-2018,mt_gould,0,0
1475,01-02-2018,cannons_ferry,0,0
2654,01-02-2018,rocky_hock_lane,0,0
5060,01-02-2018,arrowhead_beach,0,0
2201,01-14-2018,cannons_ferry,0,0
3931,01-20-2018,mt_gould,0,0
490,01-20-2018,chowan_river,0,0
6348,01-20-2018,point_comfort,0,0
6321,01-20-2018,point_comfort,0,0
2716,01-20-2018,rocky_hock_lane,0,0
1406,01-20-2018,cannons_ferry,0,0
5092,01-20-2018,arrowhead_beach,0,0
3870,01-21-2018,mt_gould,0,0
2631,01-21-2018,rocky_hock_lane,0,0
5435,01-21-2018,arrowhead_beach,0,0
1347,01-21-2018,cannons_ferry,0,0
67,01-21-2018,chowan_river,0,0
4688,01-21-2018,mt_gould,0,0
3064,01-21-2018,rocky_hock_lane,0,0
6263,01-21-2018,point_comfort,0,0
1296,01-24-2018,cannons_ferry,0,0
1470,01-24-2018,cannons_ferry,0,0
166,01-24-2018,chowan_river,0,0
5149,01-24-2018,arrowhead_beach,0,0
687,01-24-2018,chowan_river,0,0
4642,01-24-2018,mt_gould,0,0
7158,01-24-2018,point_comfort,0,0
4715,01-24-2018,mt_gould,0,0
3509,01-24-2018,rocky_hock_lane,0,0
4985,01-24-2018,arrowhead_beach,0,0
7078,01-24-2018,point_comfort,0,0
3432,01-24-2018,rocky_hock_lane,0,0
7193,01-25-2018,point_comfort,0,0
1679,01-25-2018,cannons_ferry,0,0
3545,01-25-2018,rocky_hock_lane,0,0
5335,01-25-2018,arrowhead_beach,0,0
3881,01-25-2018,mt_gould,0,0
5371,02-01-2018,arrowhead_beach,0,0
6573,02-01-2018,point_comfort,0,0
5985,02-01-2018,arrowhead_beach,0,0
2039,02-01-2018,cannons_ferry,0,0
4284,02-01-2018,mt_gould,0,0
5666,02-01-2018,arrowhead_beach,0,0
918,02-01-2018,chowan_river,0,1
2926,02-01-2018,rocky_hock_lane,0,0
1724,02-01-2018,cannons_ferry,0,0
5483,02-03-2018,arrowhead_beach,0,0
1847,02-03-2018,cannons_ferry,0,0
4410,02-05-2018,mt_gould,0,0
3382,02-05-2018,rocky_hock_lane,0,0
385,02-05-2018,chowan_river,0,0
4808,02-05-2018,mt_gould,0,0
7018,02-05-2018,point_comfort,0,0
1080,02-05-2018,chowan_river,0,0
451,02-06-2018,chowan_river,0,0
244,02-06-2018,chowan_river,0,0
2324,02-09-2018,cannons_ferry,0,0
6129,02-09-2018,point_comfort,0,0
384,02-09-2018,chowan_river,0,0
2519,02-09-2018,rocky_hock_lane,0,0
1935,02-09-2018,cannons_ferry,0,0
596,02-09-2018,chowan_river,0,0
4556,02-09-2018,mt_gould,0,0
5940,02-09-2018,arrowhead_beach,0,0
1135,02-18-2018,chowan_river,0,0
6742,02-25-2018,point_comfort,0,0
2592,02-25-2018,rocky_hock_lane,0,0
3115,02-25-2018,rocky_hock_lane,0,0
468,02-25-2018,chowan_river,0,0
6213,02-25-2018,point_comfort,0,0
4471,02-25-2018,mt_gould,0,0
1202,02-25-2018,cannons_ferry,0,0
1062,02-25-2018,chowan_river,0,1
3878,02-25-2018,mt_gould,0,0
5902,02-25-2018,arrowhead_beach,0,0
4891,02-25-2018,arrowhead_beach,0,0
2292,02-25-2018,cannons_ferry,0,0
4324,02-27-2018,mt_gould,0,0
7150,02-27-2018,point_comfort,0,0
7133,02-27-2018,point_comfort,0,0
217,03-03-2018,chowan_river,0,0
3309,03-03-2018,rocky_hock_lane,0,0
5844,03-03-2018,arrowhead_beach,0,0
5809,03-03-2018,arrowhead_beach,0,0
1712,03-03-2018,cannons_ferry,0,0
2194,03-03-2018,cannons_ferry,0,0
4476,03-03-2018,mt_gould,0,0
782,03-03-2018,chowan_river,0,0
6937,03-03-2018,point_comfort,0,0
2869,03-09-2018,rocky_hock_lane,0,0
6503,03-09-2018,point_comfort,0,0
4111,03-09-2018,mt_gould,0,0
4402,03-09-2018,mt_gould,0,0
5755,03-09-2018,arrowhead_beach,0,0
2396,03-09-2018,cannons_ferry,1,0
703,03-09-2018,chowan_river,0,0
6083,03-13-2018,point_comfort,0,0
5293,03-16-2018,arrowhead_beach,0,0
4937,03-16-2018,arrowhead_beach,0,0
2525,03-16-2018,rocky_hock_lane,0,0
1635,03-16-2018,cannons_ferry,0,0
6685,03-16-2018,point_comfort,0,0
1975,03-16-2018,cannons_ferry,0,0
985,03-16-2018,chowan_river,0,0
131,03-16-2018,chowan_river,0,1
4272,03-16-2018,mt_gould,0,0
3192,03-16-2018,rocky_hock_lane,0,0
